Index;Season;Episode;Episode_name;Character_name;Type_Dialogue;Dialogue
241;1;2;See You Tomorrow;Ryo Yamada;Talk;Two hours?!
242;1;2;See You Tomorrow;Nijika Ijichi;Talk;Why?
243;1;2;See You Tomorrow;Hitori Gotou;Talk;I wanted a high school where nobody knew my past.
244;1;2;See You Tomorrow;Nijika Ijichi;Talk;Okay, enough TAS!
245;1;2;See You Tomorrow;Hitori Gotou;Talk;S-Sorry... I spend most of my time at school alone, so I don't have any f-fun stories to contribute...
246;1;2;See You Tomorrow;Nijika Ijichi;Talk;Hey, it's okay! Ryo doesn't have many friends either.
247;1;2;See You Tomorrow;Ryo Yamada;Talk;Yeah, just Nijika.
248;1;2;See You Tomorrow;Hitori Gotou;Inner Voice;Tha-thump. Ryo-san is just like me...
249;1;2;See You Tomorrow;Nijika Ijichi;Talk;On days off, she does urban exploration and visits second-hand clothing shops...
250;1;2;See You Tomorrow;Hitori Gotou;Inner Voice;No, she's not... Ryo-san likes being alone! Someone with social anxiety could never enter a clothing shop on her own! The gap between the lonely and the loner is too deep and vast to ever be traversed! I nearly fell into the trap.
251;1;2;See You Tomorrow;Nijika Ijichi;Talk;Bocchi-chan, let's enjoy the conversation!
252;1;2;See You Tomorrow;Nijika Ijichi;Talk;Next up, we'll talk about our favorite music! For short...
253;1;2;See You Tomorrow;Ryo Yamada;Talk;TAFM!
254;1;2;See You Tomorrow;Hitori Gotou;Inner Voice;T-TAFM...
255;1;2;See You Tomorrow;Nijika Ijichi;Talk;I like Japanese punk, like mellow core.
256;1;2;See You Tomorrow;Ryo Yamada;Talk;I like techno kayo, and lately I've been checking the Saudi Arabian charts—
257;1;2;See You Tomorrow;Nijika Ijichi;Talk;True stuff only, please!
258;1;2;See You Tomorrow;Ryo Yamada;Talk;That is true.
259;1;2;See You Tomorrow;Nijika Ijichi;Talk;Bocchi-chan?
260;1;2;See You Tomorrow;Hitori Gotou;Talk;Oh, um... I like any songs that don't trigger my seishun complex.
261;1;2;See You Tomorrow;Nijika Ijichi;Talk;Seishun complex?
262;1;2;See You Tomorrow;Guitar man;Talk;Allow me to explain! Songs that trigger Hitori's seishun complex are glitter-coated upbeat songs that include words like summer, "blue sea," fireworks, "puppy love," and other things irrelevant to her personal school experience!
263;1;2;See You Tomorrow;Hitori Gotou;Inner Voice;Such words plunge me into a deep melancholy.
264;1;2;See You Tomorrow;Nijika Ijichi;Talk;Hey, Bocchi-chan?
265;1;2;See You Tomorrow;Guitar man;Talk;By the same token, you love bands that write about the bleakness of their high school years, right?
266;1;2;See You Tomorrow;Nijika Ijichi;Talk;Hey...
267;1;2;See You Tomorrow;Hitori Gotou;Inner Voice;Oh, yeah! But sometimes I find out a band I love was super popular in school, and they suddenly feel like strangers to me...
268;1;2;See You Tomorrow;Nijika Ijichi;Talk;Hey, please! Come back to our planet, please!
269;1;2;See You Tomorrow;Hitori Gotou;Talk;Rock resonates as the music of the perpetual underdog. Is it really rock if it's sung by life's winners?
270;1;2;See You Tomorrow;Nijika Ijichi;Talk;I'm trying to establish some ties, here!
271;1;2;See You Tomorrow;Ryo Yamada;Talk;Since we're named after zip ties.
272;1;2;See You Tomorrow;Nijika Ijichi;Talk;Um... Our first concert was instrumentals only, but I'd like to have vocals next time.
273;1;2;See You Tomorrow;Hitori Gotou;Talk;Oh, do you?
274;1;2;See You Tomorrow;Nijika Ijichi;Talk;The guitarist who ran off was gonna be our singer, but... Where'd she even go, anyway?
275;1;2;See You Tomorrow;Hitori Gotou;Inner Voice;The runaway guitarist... Maybe she's socially anxious like me. No, there's no way! If you're really socially anxious, you can't even run away!
276;1;2;See You Tomorrow;Nijika Ijichi;Talk;We've gotta find a new vocalist. I can't sing for squat, myself. Bocchi-chan, can you— Yeah... Figured.
277;1;2;See You Tomorrow;Hitori Gotou;Talk;Um... Wh-What about Ryo-san?
278;1;2;See You Tomorrow;Ryo Yamada;Talk;If I were to serve as frontman, I'd overwhelm the band and crush it.
279;1;2;See You Tomorrow;Nijika Ijichi;Talk;Where do you get that wellspring of confidence?
280;1;2;See You Tomorrow;Hitori Gotou;Inner Voice;I'm so jealous. I'd like a little of that confidence for myself...
281;1;2;See You Tomorrow;Nijika Ijichi;Talk;I know! Let's find a vocalist and write a song! Ryo can write the music, and if you've got off-limits words, Bocchi-chan, you should write the lyrics!
282;1;2;See You Tomorrow;Hitori Gotou;Inner Voice;Me?!
283;1;2;See You Tomorrow;Nijika Ijichi;Talk;Well? Great idea, huh?
284;1;2;See You Tomorrow;Hitori Gotou;Inner Voice;The nine years of lunch breaks I spent in school libraries... Was it all in preparation for this moment?
285;1;2;See You Tomorrow;Ryo Yamada;Talk;So, what will you do, Nijika?
286;1;2;See You Tomorrow;Nijika Ijichi;Talk;Go! Next, talk about quotas!
287;1;2;See You Tomorrow;Ryo Yamada;Talk;Just shamelessly dodged that one, eh?
288;1;2;See You Tomorrow;Hitori Gotou;Talk;Um... What are quotas?
289;1;2;See You Tomorrow;Nijika Ijichi;Talk;The concert we did yesterday is called a "booked concert." It's where the club assigns the band a ticket quota to make sure enough people come. Your quota is ten tickets! Anything sold over the quota gets split between the club and the band... But if they can't bring in enough to meet the quota, the band has to pay the rest out of pocket.
290;1;2;See You Tomorrow;Ryo Yamada;Talk;So until you get popular, it's a money pit.
291;1;2;See You Tomorrow;Hitori Gotou;Inner Voice;That's very concise!
292;1;2;See You Tomorrow;Nijika Ijichi;Talk;A bunch of my friends came to yesterday's concert, so we managed to meet our quota, but...
293;1;2;See You Tomorrow;Ryo Yamada;Talk;After that performance, they likely won't be back.
294;1;2;See You Tomorrow;Nijika Ijichi;Talk;You said it! And Ryo's got no friends, so she'll be no help... Bocchi-chan, do you— Oh, sorry! Forget what I said. Just please lose the dead fish stare!
295;1;2;See You Tomorrow;Hitori Gotou;Inner Voice;I've got plenty of imaginary friends, but...
296;1;2;See You Tomorrow;Guitar man;Talk;You rock, Hitori-chan!
297;1;2;See You Tomorrow;Microphone man;Talk;Living national treasure!
298;1;2;See You Tomorrow;Nijika Ijichi;Talk;Anyway, since we'll need tens of thousands of yen before our next concert, let's get jobs to cover the quota and equipment!
299;1;2;See You Tomorrow;Hitori Gotou;Talk;Okay. Jobs?!
300;1;2;See You Tomorrow;Nijika Ijichi;Talk;That's the loudest I've ever heard you.
301;1;2;See You Tomorrow;Hitori Gotou;Talk;No. I don't want to work. Too scary! Society is too scary!
302;1;2;See You Tomorrow;Nijika Ijichi;Talk;A piggy bank?
303;1;2;See You Tomorrow;Hitori Gotou;Talk;M-My mom was saving up for my wedding... But you can have it. Just... Please, no job...
304;1;2;See You Tomorrow;Nijika Ijichi;Talk;Don't make us the bad guys here!
305;1;2;See You Tomorrow;Ryo Yamada;Talk;Thanks, we'll take good care of—
306;1;2;See You Tomorrow;Nijika Ijichi;Talk;We're not taking it! We can't take money that means that much to you!
307;1;2;See You Tomorrow;Hitori Gotou;Talk;But...
308;1;2;See You Tomorrow;Hitori Gotou;Inner Voice;But... I don't wanna work! Because... W-Welcome... Sh-Should I warm... up? It'd totally be like that... And then that...
309;1;2;See You Tomorrow;Imaginary Prosecutor;Imagination;For the crime of creeping out the customers, we seek the death penalty!
310;1;2;See You Tomorrow;Imaginary Judge;Imagination;Okay, here comes the ruling... Death!
311;1;2;See You Tomorrow;Hitori Gotou;Inner Voice;And then that!
312;1;2;See You Tomorrow;Nijika Ijichi;Talk;...cchi-chan. Bocchi-chan. Bocchi-chan! You weren't listening, were you?
313;1;2;See You Tomorrow;Hitori Gotou;Talk;S-Sorry! Wh-What were you saying?
314;1;2;See You Tomorrow;Ryo Yamada;Talk;You should work here with us.
315;1;2;See You Tomorrow;Hitori Gotou;Talk;Here? What?!
316;1;2;See You Tomorrow;Nijika Ijichi;Talk;You won't have to be scared if you're with me and Ryo!
317;1;2;See You Tomorrow;Ryo Yamada;Talk;It's a homey and harmonious place to work.
318;1;2;See You Tomorrow;Nijika Ijichi;Talk;We can serve drinks, and clean, and see all kinds of bands!
319;1;2;See You Tomorrow;Hitori Gotou;Talk;Don't wanna work... Don't wanna work...
320;1;2;See You Tomorrow;Nijika Ijichi;Talk;Well? What do you think?
321;1;2;See You Tomorrow;Hitori Gotou;Inner Voice;Say no, girl! Say no! You have to say no!
322;1;2;See You Tomorrow;Hitori Gotou;Talk;Say no, girl! Say no! You have to say no! I'll dwu mwy bwest...
323;1;2;See You Tomorrow;Nijika Ijichi;Talk;Really? Thanks so much!
324;1;2;See You Tomorrow;Hitori Gotou;Inner Voice;Sorry, girl...
325;1;2;See You Tomorrow;Nijika Ijichi;Talk;The job'll be more fun if we're all together!
326;1;2;See You Tomorrow;Hitori Gotou;Inner Voice;It wouldn't be social anxiety if we had the courage to say no.
327;1;2;See You Tomorrow;Nijika Ijichi;Talk;I'll manage the band's funds, then.
328;1;2;See You Tomorrow;Hitori Gotou;Talk;Um... Wouldn't it be better to have Ryo-san do that?
329;1;2;See You Tomorrow;Nijika Ijichi;Talk;What's that supposed to mean?! Listen, Bocchi-chan. Believe it or not, Ryo's a very irresponsible spender. Her family's rich and she gets a huge allowance, but she blows it all on instruments, so she's constantly broke!
330;1;2;See You Tomorrow;Ryo Yamada;Talk;Blush.
331;1;2;See You Tomorrow;Nijika Ijichi;Talk;What part of that did you take as a compliment? Anyway, let's work hard so we can play live again soon! Then we'll make our major debut in high school!
332;1;2;See You Tomorrow;Nijika Ijichi;Talk;We start work next week! Come straight here after school!
333;1;2;See You Tomorrow;Ryo Yamada;Talk;Bocchi. Bye-bye.
334;1;2;See You Tomorrow;Hitori Gotou;Inner Voice;R-Right...
335;1;2;See You Tomorrow;Hitori Gotou;Inner Voice;And that first day of work is tomorrow. I've been in here for thirty minutes now. I'm bound to catch a cold, right? I'm sorry... I'm sorry... I'll work hard at everything except the job.
336;1;2;See You Tomorrow;Futari Gotou;Talk;Mom! Sis is drowning!
337;1;2;See You Tomorrow;Hitori Gotou;Talk;Catch a cold! Catch a cold! Catch a cold! Catch a cold! Catch a cold!
338;1;2;See You Tomorrow;Hitori Gotou;Talk;Curse this good health of mine... Then I'll just have to fake— Nijika-chan?
339;1;2;See You Tomorrow;Nijika Ijichi;Message;Morning! First day of work, right? I know you're nervous, but we'll be there for you! Let's work hard together!
340;1;2;See You Tomorrow;Hitori Gotou;Talk;No fair being so nice while I'm trying to blow off work...
341;1;2;See You Tomorrow;Hitori Gotou;Message;No fair being so nice while I'm trying to blow off work... You've made me realize the foolish error of my ways. For making an honest woman out of me, you have my boundless gratitude.
342;1;2;See You Tomorrow;Nijika Ijichi;Talk;What is she talking about?
343;1;2;See You Tomorrow;Hitori Gotou;Inner Voice;I'm here. Do it, Bocchi! Do it, Bocchi! Do it, Bocchi! Do it, Bocchi!
344;1;2;See You Tomorrow;Seika Ijichi;Talk;Tickets don't go on sale until five o'clock. We're still getting ready here.
345;1;2;See You Tomorrow;Hitori Gotou;Inner Voice;She works here?! She thinks I'm up to no good... I've got to clear this up!
346;1;2;See You Tomorrow;Hitori Gotou;Talk;She works here?! She thinks I'm up to no good... I've got to clear this up! C-C-C-C-C-Calm down...
347;1;2;See You Tomorrow;Seika Ijichi;Talk;You're the one who needs to calm down.
348;1;2;See You Tomorrow;Seika Ijichi;Talk;So you're the new part-timer? You should've just said so.
349;1;2;See You Tomorrow;Hitori Gotou;Talk;S-S-S-S-Sorry!
350;1;2;See You Tomorrow;Seika Ijichi;Talk;I'm the manager here. Nice to meet you.
351;1;2;See You Tomorrow;Hitori Gotou;Talk;V-Very nice to meet you...
352;1;2;See You Tomorrow;Hitori Gotou;Inner Voice;V-Very nice to meet you... The manager's scary. I can't handle people like her. Nijika-chan, come here quick!
353;1;2;See You Tomorrow;Seika Ijichi;Talk;Hey, you're the guitarist who played in the box. Wasn't it... Mango Kamen?
354;1;2;See You Tomorrow;Hitori Gotou;Inner Voice;A new nickname? I like you, Manager!
355;1;2;See You Tomorrow;Hitori Gotou;Talk;A new nickname? I like you, Manager! I-I'm Mango Kamen!
356;1;2;See You Tomorrow;Nijika Ijichi;Talk;That is not her name! Don't go giving her weird nicknames, Sis!
357;1;2;See You Tomorrow;Hitori Gotou;Talk;Sis?! You're Nijika-chan's sister?
358;1;2;See You Tomorrow;Nijika Ijichi;Talk;I told you before. When you first came to Starry, remember? The club we're gonna play at is called Starry. My big sister's the manager there. Actually, our family lives in the apartments above it.
359;1;2;See You Tomorrow;Hitori Gotou;Inner Voice;My heart was pounding so loud that I didn't hear her.
360;1;2;See You Tomorrow;Hitori Gotou;Talk;My heart was pounding so loud that I didn't hear her. R-R-R-Really?
361;1;2;See You Tomorrow;Nijika Ijichi;Talk;That means you don't have to be so nervous. Right, Sis?
362;1;2;See You Tomorrow;Seika Ijichi;Talk;Call me "Manager" here. And keep our work and private relationships separate.
363;1;2;See You Tomorrow;Nijika Ijichi;Talk;Don't scare her like that!
364;1;2;See You Tomorrow;Nijika Ijichi;Talk;Okay, let's clear the tables first. When that's done, we'll wipe them all down... Huh? Where's Bocchi-chan?
365;1;2;See You Tomorrow;Hitori Gotou;Talk;Sorry. I needed a breather in a dark, cramped place.
366;1;2;See You Tomorrow;Nijika Ijichi;Talk;You need a breather already?!
367;1;2;See You Tomorrow;Nijika Ijichi;Talk;Here, Bocchi-chan, come over and learn the drinks. Tonic water comes out of here, and beer comes out of this dispenser. The cocktails are on the shelf behind...
368;1;2;See You Tomorrow;Hitori Gotou;Talk;I-I'll never remember it all! Too fast! I just... mummummmmm... I'll have to infuse the knowledge into me through song!
369;1;2;See You Tomorrow;Nijika Ijichi;Talk;Where did that come from?!
370;1;2;See You Tomorrow;Hitori Gotou;Talk;Cocktails are in the rightmost shelf!
371;1;2;See You Tomorrow;Nijika Ijichi;Talk;You're scaring me!
372;1;2;See You Tomorrow;Hitori Gotou;Talk;Tequila! Vodka! Kahlua! Rum!
373;1;2;See You Tomorrow;PA-san;Talk;They seem fun.
374;1;2;See You Tomorrow;Nijika Ijichi;Talk;I'm glad you're learning the drinks, but why don't you set the guitar down? Hey, are you listening? You're not, are you?! You're seriously scaring me! P-Please! Come back to us! Hitori-chan! Hitori-chan!
375;1;2;See You Tomorrow;Seika Ijichi;Talk;Weird... She seemed kind of crappy at the concert, but...
376;1;2;See You Tomorrow;PA-san;Talk;She's good.
377;1;2;See You Tomorrow;Seika Ijichi;Inner Voice;Nijika's trying so hard to stop her, I don't think she realizes it... But I recognize that sound from somewhere.
378;1;2;See You Tomorrow;Seika Ijichi;Talk;Nijika's trying so hard to stop her, I don't think she realizes it... But I recognize that sound from somewhere. Get to work!
379;1;2;See You Tomorrow;Nijika Ijichi;Talk;Why me?!
380;1;2;See You Tomorrow;Nijika Ijichi;Talk;For drink service, just pour the drinks they order and hand them over.
381;1;2;See You Tomorrow;Hitori Gotou;Talk;R-Right...
382;1;2;See You Tomorrow;Nijika Ijichi;Talk;They can pay 500 yen on top of the ticket price to get a drink ticket.
383;1;2;See You Tomorrow;Hitori Gotou;Inner Voice;500 yen per drink? And why a drink ticket system?
384;1;2;See You Tomorrow;Nijika Ijichi;Talk;Stop staring like it's totally alien to you. Clubs like this are actually considered restaurants. I don't know all the details, but apparently it's super hard to get a business license to run just a concert venue.
385;1;2;See You Tomorrow;Hitori Gotou;Talk;I... I see!
386;1;2;See You Tomorrow;Nijika Ijichi;Talk;So we offer drinks and operate like a restaurant. Are you listening?
387;1;2;See You Tomorrow;Hitori Gotou;Inner Voice;W-Working at a restaurant is advanced stuff! I can't believe I cleared that bar so soon! Is this... personal growth?!
388;1;2;See You Tomorrow;Nijika Ijichi;Talk;Hey, customers already! We're about to be busy, Bocchi-chan!
389;1;2;See You Tomorrow;Hitori Gotou;Inner Voice;What? Wait... Customer service already?! What do I say?! Thank you for your royal parentage... That's not it! J-Just give me a practice run, please! N-No, wait! Stop it!
390;1;2;See You Tomorrow;Hitori Gotou;Talk;What? Wait... Customer service already?! What do I say?! Thank you for your royal parentage... That's not it! J-Just give me a practice run, please! N-No, wait! Stop it! Thanks for coming!
391;1;2;See You Tomorrow;Nijika Ijichi;Talk;She closed up!
392;1;2;See You Tomorrow;Starry's Customer;Talk;Excuse me! One cola, please!
393;1;2;See You Tomorrow;Nijika Ijichi;Talk;Coming! Bocchi-chan, cola!
394;1;2;See You Tomorrow;Hitori Gotou;Talk;Coming up!
395;1;2;See You Tomorrow;Starry's Customer;Talk;I'll have a ginger ale.
396;1;2;See You Tomorrow;Hitori Gotou;Talk;Coming up!
397;1;2;See You Tomorrow;Nijika Ijichi;Talk;Bocchi-chan, show some respect for the customers!
398;1;2;See You Tomorrow;Hitori Gotou;Talk;B-B-But I'm not ready!
399;1;2;See You Tomorrow;Ryo Yamada;Talk;We're losing the club's inherent darkness.
400;1;2;See You Tomorrow;Nijika Ijichi;Talk;One oolong and one highball!
